playlist,videoTitle,description,duration
Fourier Analysis [Data-Driven Science and Engineering],Spectrogram Examples [Matlab],"We discuss how to compute the spectrogram in Matlab.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 2 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:09:57
Fourier Analysis [Data-Driven Science and Engineering],Spectrogram Examples [Python],"This video describes how to compute the Spectrogram in Python.    Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 2 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:09:59
Fourier Analysis [Data-Driven Science and Engineering],Uncertainty Principles and the Fourier Transform,"This video discusses how fundamental uncertainty principles, like the Heisenberg uncertainty principle, arise from the Fourier Transform.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 2 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:53
Fourier Analysis [Data-Driven Science and Engineering],Wavelets and Multiresolution Analysis,"This video discusses the wavelet transform.  The wavelet transform generalizes the Fourier transform and is better suited to multiscale data.     Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 2 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:15:12
Fourier Analysis [Data-Driven Science and Engineering],Image Compression and the FFT,"Here we discuss how to compress images using the FFT.  Compression is a cornerstone of the modern digital communication era.    Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 2 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:13:01
Fourier Analysis [Data-Driven Science and Engineering],Image Compression with the FFT (Examples in Matlab),"This video shows how to compress images with the FFT (code in Matlab).   Now on twitter: @eigensteve    Book PDF: http://databookuw.com/databook.pdf  Book Website: http://databookuw.com   These lectures follow Chapter 2 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:17:30
Fourier Analysis [Data-Driven Science and Engineering],Image Compression and the FFT (Examples in Python),"This video shows how to compress images with the FFT (code in Python).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 3 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:12:54
Fourier Analysis [Data-Driven Science and Engineering],Image Compression and Wavelets (Examples in Matlab),"This video shows how to compress images with Wavelets (code in Matlab).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 3 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:30
Fourier Analysis [Data-Driven Science and Engineering],Image Compression with Wavelets (Examples in Python),"This video shows how to compress images with Wavelets (code in Python).  Now on twitter: @eigensteve  Book PDF: http://databookuw.com/databook.pdf Book Website: http://databookuw.com   These lectures follow Chapter 2 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:01
Fourier Analysis [Data-Driven Science and Engineering],The Laplace Transform: A Generalized Fourier Transform,"This video is about the Laplace Transform, a powerful generalization of the Fourier transform.  It is one of the most important transformations in all of science and engineering.  @eigensteve on Twitter  Brunton Website: eigensteve.com  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Error: @10:20, should be e^{-st}  This video was produced at the University of Washington",00:16:28
Fourier Analysis [Data-Driven Science and Engineering],Laplace Transform Examples,This video describes important properties of the Laplace transform and gives some examples.   @eigensteve on Twitter  Brunton Website: eigensteve.com  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  This video was produced at the University of Washington,00:14:55
Fourier Analysis [Data-Driven Science and Engineering],Laplace Transforms and Differential Equations,This video describes how to use the Laplace transform to simplify differential equations.  @eigensteve on Twitter  Brunton Website: eigensteve.com  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  This video was produced at the University of Washington,00:18:11
Singular Value Decomposition  [Data-Driven Science and Engineering],Singular Value Decomposition (SVD): Overview,"This video presents an overview of the singular value decomposition (SVD), which is one of the most widely used algorithms for data processing, reduced-order modeling, and high-dimensional statistics.    These lectures follow Chapter 1 from: ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Chapters available at: http://databookuw.com/databook.pdf  Brunton Website: http://eigensteve.com  This video was produced at the University of Washington",00:06:44
Singular Value Decomposition  [Data-Driven Science and Engineering],Singular Value Decomposition (SVD): Mathematical Overview,"This video presents a mathematical overview of the singular value decomposition (SVD).  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com   Book PDF: http://databookuw.com/databook.pdf  Brunton Website: http://eigensteve.com  This video was produced at the University of Washington",00:12:51
Singular Value Decomposition  [Data-Driven Science and Engineering],Singular Value Decomposition (SVD): Matrix Approximation,"This video describes how the singular value decomposition (SVD) can be used for matrix approximation.  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:14:54
Singular Value Decomposition  [Data-Driven Science and Engineering],Singular Value Decomposition (SVD): Dominant Correlations,"This lectures discusses how the SVD captures dominant correlations in a matrix of data.    These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: http://eigensteve.com  This video was produced at the University of Washington",00:11:20
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Image Compression [Matlab],"This video describes how to use the singular value decomposition (SVD) for image compression in Matlab.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:14:19
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Image Compression [Python],"This video describes how to use the singular value decomposition (SVD) for image compression in Python.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:09:46
Singular Value Decomposition  [Data-Driven Science and Engineering],The Frobenius Norm for Matrices,"This video describes the Frobenius norm for matrices as related to the singular value decomposition (SVD).  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:02:15
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD Method of Snapshots,"This video describes how to compute the singular value decomposition (SVD) using the method of snapshots, by Sirovich 1987.  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:04:15
Singular Value Decomposition  [Data-Driven Science and Engineering],Matrix Completion and the Netflix Prize,"This video describes how the singular value decomposition (SVD) can be used for matrix completion and recommender systems.  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:14
Singular Value Decomposition  [Data-Driven Science and Engineering],Unitary Transformations,"This video discusses unitary matrix transformations and how they relate to the geometry of the singular value decomposition (SVD).  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:12:11
Singular Value Decomposition  [Data-Driven Science and Engineering],Unitary Transformations and the SVD [Matlab],"This video describes how the singular value decomposition (SVD) is related to unitary transformations, with Matlab code.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:11:12
Singular Value Decomposition  [Data-Driven Science and Engineering],Unitary Transformations and the SVD [Python],"This video describes how the singular value decomposition (SVD) is related to unitary transformations, with Python code.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:34
Singular Value Decomposition  [Data-Driven Science and Engineering],"Linear Systems of Equations, Least Squares Regression, Pseudoinverse","This video describes how the SVD can be used to solve linear systems of equations.  In particular, it is possible to solve nonsquare systems (overdetermined or underdetermined) via least squares regression and the pseudoinverse.    These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:11:53
Singular Value Decomposition  [Data-Driven Science and Engineering],Least Squares Regression and the SVD,"This video describes how the SVD can be used to solve linear systems of equations.  In particular, it is possible to solve nonsquare systems (overdetermined or underdetermined) via least squares regression and the pseudoinverse.    These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:05:43
Singular Value Decomposition  [Data-Driven Science and Engineering],"Linear Systems of Equations, Ax=b","This video describes linear systems of equations and when they have solutions.    These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:04
Singular Value Decomposition  [Data-Driven Science and Engineering],Linear Regression,"Linear regression is a cornerstone of data-driven modeling; here we show how the SVD can be used for linear regression.  Book PDF: http://databookuw.com/databook.pdf Book Website: http://databookuw.com   These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:56
Singular Value Decomposition  [Data-Driven Science and Engineering],Linear Regression 1 [Matlab],"This video describes how the singular value decomposition (SVD) can be used for linear regression in Matlab (part 1).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:12:05
Singular Value Decomposition  [Data-Driven Science and Engineering],Linear Regression 2 [Matlab],"This video describes how the singular value decomposition (SVD) can be used for linear regression in Matlab (part 2).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:15:35
Singular Value Decomposition  [Data-Driven Science and Engineering],Linear Regression 1 [Python],"This video describes how the singular value decomposition (SVD) can be used for linear regression in Python (part 1).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:25
Singular Value Decomposition  [Data-Driven Science and Engineering],Linear Regression 2 [Python],"This video describes how the singular value decomposition (SVD) can be used for linear regression in Python (part 2).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:05:54
Singular Value Decomposition  [Data-Driven Science and Engineering],Linear Regression 3 [Python],"This video describes how the singular value decomposition (SVD) can be used for linear regression in Python (part 3).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:42
Singular Value Decomposition  [Data-Driven Science and Engineering],Principal Component Analysis (PCA),"Principal component analysis (PCA) is a workhorse algorithm in statistics, where dominant correlation patterns are extracted from high-dimensional data.  Book PDF: http://databookuw.com/databook.pdf Book Website: http://databookuw.com   These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:13:46
Singular Value Decomposition  [Data-Driven Science and Engineering],Principal Component Analysis (PCA) [Matlab],"This video describes how the singular value decomposition (SVD) can be used for principal component analysis (PCA) in Matlab.    Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:15:56
Singular Value Decomposition  [Data-Driven Science and Engineering],Principal Component Analysis (PCA) 1 [Python],"This video describes how the singular value decomposition (SVD) can be used for principal component analysis (PCA) in Python (part 1).    Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:07:37
Singular Value Decomposition  [Data-Driven Science and Engineering],Principal Component Analysis (PCA) 2 [Python],"This video describes how the singular value decomposition (SVD) can be used for principal component analysis (PCA) in Python (part 2).    Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:07:56
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 1 [Matlab],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Matlab code, part 1).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:07:02
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 2 [Matlab],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Matlab code, part 2).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:08:52
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 3 [Matlab],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Matlab code, part 3).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:05
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 4 [Matlab],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Matlab code, part 4).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:36
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigen Action Heros [Matlab],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces.  In this example, we represent action heros (Matlab).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:16:54
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 1 [Python],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Python code, part 1).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:04:21
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 2 [Python],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Python code, part 2).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:42
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Eigenfaces 3 [Python],"This video describes how the singular value decomposition (SVD) can be used to efficiently represent human faces, in the so-called ""eigenfaces"" (Python code, part 3).  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:05:01
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD and Optimal Truncation,"This video describes how to truncate the singular value decomposition (SVD) for matrix approximation.     See paper by Gavish and Donoho ""The Optimal Hard Threshold for Singular Values is 4/\sqrt{3}""  https://arxiv.org/abs/1305.5870 https://ieeexplore.ieee.org/document/6846297     These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Book Website: http://databookuw.com   Book PDF: http://databookuw.com/databook.pdf   Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:11:45
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Optimal Truncation [Matlab],"This video describes how to optimally truncate the singular value decomposition (SVD) for noisy data (Matlab code).     See paper by Gavish and Donoho ""The Optimal Hard Threshold for Singular Values is 4/\sqrt{3}""  https://arxiv.org/abs/1305.5870 https://ieeexplore.ieee.org/document/6846297    Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:12:32
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Optimal Truncation [Python],"This video describes how to optimally truncate the singular value decomposition (SVD) for noisy data (Python code).     See paper by Gavish and Donoho ""The Optimal Hard Threshold for Singular Values is 4/\sqrt{3}""  https://arxiv.org/abs/1305.5870 https://ieeexplore.ieee.org/document/6846297   Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:08:17
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD and Alignment: A Cautionary Tale,"This video describes the importance of data alignment when performing the singular value decomposition (SVD).  Translations and rotations both present challenges for the SVD.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:07:34
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Importance of Alignment [Python],"This video describes the importance of aligning data when using the singular value decomposition (SVD) (Python code).   Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:18
Singular Value Decomposition  [Data-Driven Science and Engineering],SVD: Importance of Alignment [Matlab],"This video describes the importance of aligning data when using the singular value decomposition (SVD) (Matlab code).   Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:06:26
Singular Value Decomposition  [Data-Driven Science and Engineering],Randomized Singular Value Decomposition (SVD),"This video describes how to use recent techniques in randomized linear algebra to efficiently compute the singular value decomposition (SVD) for extremely large matrices.  Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:13:12
